Name,Phone,Category,Subcategory,District,Address,Latitude,Longitude,Google Maps URL
Apollo Pharmacy SN Junction,+917949294382,Pharmacies,Pharmacies,Ernakulam,"19/24, Ground Floor, Metro Station, near SN Junction, Thrippunithura, Kochi, Ernakulam, Kerala 682301, India",9.9544658,76.345754,https://www.google.com/maps/place/Apollo+Pharmacy+SN+Junction/data=!4m7!3m6!1s0x3b087340a5009bef:0x5031da64e5774cae!8m2!3d9.9544658!4d76.345754!16s%2Fg%2F11lcggvk63!19sChIJ75sApUBzCDsRrkx35WTaMVA?authuser=0&hl=en&rclk=1
Jan Aushadi Medical Store thripunithura,+919072484868,Pharmacies,Pharmacies,Ernakulam,"Hill Palace Rd, opp. Rcm eye Hospital, Kannankulangara, Thrippunithura, Kochi, Ernakulam, Kerala 682301, India",9.9465137,76.3521218,https://www.google.com/maps/place/Jan+Aushadi+Medical+Store+thripunithura/data=!4m7!3m6!1s0x3b0873658697b183:0x4ee58c96e191d87d!8m2!3d9.9465137!4d76.3521218!16s%2Fg%2F11cp5sgwjz!19sChIJg7GXhmVzCDsRfdiR4ZaM5U4?authuser=0&hl=en&rclk=1
Kalarickal Medical,+914842778552,Pharmacies,Pharmacies,Ernakulam,"SH 15 Vaikom Road, East Fort Gate, Kannankulangara, Thrippunithura, Kochi, Kerala 682301, India",9.944472,76.3492197,https://www.google.com/maps/place/Kalarickal+Medical/data=!4m7!3m6!1s0x3b08736fd3b5b015:0x661d11bd0c15bfaa!8m2!3d9.944472!4d76.3492197!16s%2Fg%2F1hm4rvg8l!19sChIJFbC1029zCDsRqr8VDL0RHWY?authuser=0&hl=en&rclk=1
Apollo Pharmacy Eroor Central Kerala,+918044481696,Pharmacies,Pharmacies,Ernakulam,"Ground Floor, Eroor Rd, near Central Bazar, Eroor South, Eroor, Kochi, Ernakulam, Kerala 682306, India",9.9689243,76.3386939,https://www.google.com/maps/place/Apollo+Pharmacy+Eroor+Central+Kerala/data=!4m7!3m6!1s0x3b08739e17538811:0xcb55a1ca34fec6ba!8m2!3d9.9689243!4d76.3386939!16s%2Fg%2F11wxtqq5lf!19sChIJEYhTF55zCDsRusb-NMqhVcs?authuser=0&hl=en&rclk=1
Vijayan Pharma,,Pharmacies,Pharmacies,Ernakulam,"26CF+FXV, SH63, Malippuram, Kochi, Kerala 682511, India",10.0212421,76.2249245,https://www.google.com/maps/place/Vijayan+Pharma/data=!4m7!3m6!1s0x3b0812534a55373b:0x2fa8fefa83f8b8b6!8m2!3d10.0212421!4d76.2249245!16s%2Fg%2F1ptvr8cdw!19sChIJOzdVSlMSCDsRtrj4g_r-qC8?authuser=0&hl=en&rclk=1
Al- Fal-Fa Homeo Pharma,+919895226963,Pharmacies,Pharmacies,Ernakulam,"268H+26R, Vypin Munapam Road, Pallipuram Road, Vypin Munapam, Valappu, Kochi, Kerala 682511, India",10.0151248,76.2280032,https://www.google.com/maps/place/Al-+Fal-Fa+Homeo+Pharma/data=!4m7!3m6!1s0x3b081255792661f9:0x2d7ae92821607245!8m2!3d10.0151248!4d76.2280032!16s%2Fg%2F11b5wn0kgn!19sChIJ-WEmeVUSCDsRRXJgISjpei0?authuser=0&hl=en&rclk=1
Homeo Medicals- S. N. Homoeo Dispensary,+914842215708,Pharmacies,Pharmacies,Ernakulam,"263M+F9R, SH63, Vypin Munapam, Ochanthuruth, Kochi, Kerala 682508, India",10.0037462,76.2333858,https://www.google.com/maps/place/Homeo+Medicals-+S.+N.+Homoeo+Dispensary/data=!4m7!3m6!1s0x3b0812e4d5967fc1:0xef8ff5655fa350f6!8m2!3d10.0037462!4d76.2333858!16s%2Fg%2F1ptx__bfz!19sChIJwX-W1eQSCDsR9lCjX2X1j-8?authuser=0&hl=en&rclk=1
Goshree Medicals,,Pharmacies,Pharmacies,Ernakulam,"262W+4FH, Vallarpadam, Ernakulam, Kerala 682504, India",10.0003013,76.2462384,https://www.google.com/maps/place/Goshree+Medicals/data=!4m7!3m6!1s0x3b0812ec94f82197:0x16225f9be63a7102!8m2!3d10.0003013!4d76.2462384!16s%2Fg%2F1262nfstp!19sChIJlyH4lOwSCDsRAnE65ptfIhY?authuser=0&hl=en&rclk=1
Ayurveda pharmacy and clinic,,Pharmacies,Pharmacies,Ernakulam,"Puthuvypu, p.o, near Federal Bank, Vypin Munapam, Ochanthuruth, Kochi, Kerala 682508, India",10.0051087,76.2325959,https://www.google.com/maps/place/Ayurveda+pharmacy+and+clinic/data=!4m7!3m6!1s0x3b0813fb524ec02f:0xfcf99ef49dc20c40!8m2!3d10.0051087!4d76.2325959!16s%2Fg%2F11t40tn8m0!19sChIJL8BOUvsTCDsRQAzCnfSe-fw?authuser=0&hl=en&rclk=1
MARY PHARMA,+917559002649,Pharmacies,Pharmacies,Ernakulam,"262W+6GR, Vallarpadam Panabukad Rd, Vallarpadam, Ernakulam, Kerala 682504, India",10.0006098,76.246271,https://www.google.com/maps/place/MARY+PHARMA/data=!4m7!3m6!1s0x3b0812eceb03b345:0x57641e7132b147fb!8m2!3d10.0006098!4d76.246271!16s%2Fg%2F11l6tmfwv_!19sChIJRbMD6-wSCDsR-0exMnEeZFc?authuser=0&hl=en&rclk=1
Rani Medicals,+919497191304,Pharmacies,Pharmacies,Ernakulam,"X725+V3W, Moulana Azad Rd, Kappalandimukku, Mattancherry, Kochi, Kerala 682002, India",9.9522414,76.2577125,https://www.google.com/maps/place/Rani+Medicals/data=!4m7!3m6!1s0x3b086d42e9497903:0xe0ff5ff5f1ae1469!8m2!3d9.9522414!4d76.2577125!16s%2Fg%2F125_ws803!19sChIJA3lJ6UJtCDsRaRSu8fVf_-A?authuser=0&hl=en&rclk=1
Guru Kripa Medicals,+917306858283,Pharmacies,Pharmacies,Ernakulam,"X65X+7RG, Cheralai Rd, North Cherlai, Cherlai, Mattancherry, Kochi, Kerala 682002, India",9.9581831,76.2495834,https://www.google.com/maps/place/Guru+Kripa+Medicals/data=!4m7!3m6!1s0x3b086d470a5abacb:0x82de43f0a76649b4!8m2!3d9.9581831!4d76.2495834!16s%2Fg%2F124yb2hlk!19sChIJy7paCkdtCDsRtElmp_BD3oI?authuser=0&hl=en&rclk=1
Jan Aushadhi Kendra Kochi (Medical Shop),+918589029225,Pharmacies,Pharmacies,Ernakulam,"Ammini Apartments, Palace Rd, Kappalandimukku, Mattancherry, Kochi, Kerala 682002, India",9.9576466,76.25377,https://www.google.com/maps/place/Jan+Aushadhi+Kendra+Kochi+%28Medical+Shop%29/data=!4m7!3m6!1s0x3b086de84eb4de91:0x3c9558ae911464d0!8m2!3d9.9576466!4d76.25377!16s%2Fg%2F11j31fgf8c!19sChIJkd60TuhtCDsR0GQUka5YlTw?authuser=0&hl=en&rclk=1
Kottakkal Ayurveda Pharmacy,,Pharmacies,Pharmacies,Ernakulam,"X753+3HF, Cheralai Rd, Kappalandimukku, Mattancherry, Kochi, Kerala 682002, India",9.9576772,76.2539343,https://www.google.com/maps/place/Kottakkal+Ayurveda+Pharmacy/data=!4m7!3m6!1s0x3b086d4427afe355:0x74c33e844ad6a74d!8m2!3d9.9576772!4d76.2539343!16s%2Fg%2F1260j_8hp!19sChIJVeOvJ0RtCDsRTafWSoQ-w3Q?authuser=0&hl=en&rclk=1
Amster Pharmacy,,Pharmacies,Pharmacies,Ernakulam,"po, puthenpally, Perumbadappu, Kerala 679580, India",10.7008338,75.9859431,https://www.google.com/maps/place/Amster+Pharmacy/data=!4m7!3m6!1s0x3ba7bd00619b6103:0x928fb5d160d7b484!8m2!3d10.7008338!4d75.9859431!16s%2Fg%2F11vx6k78jj!19sChIJA2GbYQC9pzsRhLTXYNG1j5I?authuser=0&hl=en&rclk=1
A. C. U. Pharmacy,+914842228089,Pharmacies,Pharmacies,Ernakulam,"X736+P4J, Jews St, Jew Town, Kappalandimukku, Mattancherry, Kochi, Kerala 682002, India",9.9543395,76.2602653,https://www.google.com/maps/place/A.+C.+U.+Pharmacy/data=!4m7!3m6!1s0x3b086d5cc607fc5b:0x6bb06a704765dcf5!8m2!3d9.9543395!4d76.2602653!16s%2Fg%2F11bbrn4w8m!19sChIJW_wHxlxtCDsR9dxlR3BqsGs?authuser=0&hl=en&rclk=1
Prompt Homeopathic Pharmacy,+919895702848,Pharmacies,Pharmacies,Ernakulam,"Razan Manzil, Mother Teresa Rd, Kochangadi, Chullickal, Kochi, Kerala 682002, India",9.9495915,76.2569035,https://www.google.com/maps/place/Prompt+Homeopathic+Pharmacy/data=!4m7!3m6!1s0x3b086d682615b655:0x4406758ff5c5e3c6!8m2!3d9.9495915!4d76.2569035!16s%2Fg%2F1q5gpkbqs!19sChIJVbYVJmhtCDsRxuPF9Y91BkQ?authuser=0&hl=en&rclk=1
Jas Medical,+914842222700,Pharmacies,Pharmacies,Ernakulam,"6/279, Maulana Azad Rd, Kappalandimukku, Mattancherry, Kochi, Kerala 682002, India",9.9532127,76.2576896,https://www.google.com/maps/place/Jas+Medical/data=!4m7!3m6!1s0x3b086d431df09b91:0xf6df5aa56c86c92e!8m2!3d9.9532127!4d76.2576896!16s%2Fg%2F11t4zhlh8l!19sChIJkZvwHUNtCDsRLsmGbKVa3_Y?authuser=0&hl=en&rclk=1
Amruthalife Ayurvedic Pharmaceuticals,,Pharmacies,Pharmacies,Ernakulam,"Ammankovil Rd, South Cherlai, Thamaraparambu, Mattancherry, Kochi, Kerala 682002, India",9.957613,76.2484598,https://www.google.com/maps/place/Amruthalife+Ayurvedic+Pharmaceuticals/data=!4m7!3m6!1s0x3b086d477b1e6b91:0x1c6b6b24c192ed4f!8m2!3d9.957613!4d76.2484598!16s%2Fg%2F1hm1z3n_j!19sChIJkWsee0dtCDsRT-2SwSRraxw?authuser=0&hl=en&rclk=1
Therayil Medicals,,Pharmacies,Pharmacies,Ernakulam,"PWJW+5PJ, NH 66, Veliancode Town, Veliancode, Kerala 679579, India",10.7304559,75.9467633,https://www.google.com/maps/place/Therayil+Medicals/data=!4m7!3m6!1s0x3ba7bc61e4b45a0b:0x47f3c173c1cbe28a!8m2!3d10.7304559!4d75.9467633!16s%2Fg%2F11c0xn368q!19sChIJC1q05GG8pzsRiuLLwXPB80c?authuser=0&hl=en&rclk=1
Royal Care Pharmacy parakkulam,+919072374723,Pharmacies,Pharmacies,Ernakulam,"Parakkulam, centre, Parakkulam, Kerala 679551, India",10.8060062,76.0694603,https://www.google.com/maps/place/Royal+Care+Pharmacy+parakkulam/data=!4m7!3m6!1s0x3ba7b90d94a90f87:0xae6f9a23b528836!8m2!3d10.8060062!4d76.0694603!16s%2Fg%2F11kplc_p_l!19sChIJhw-plA25pzsRNohSO6L55go?authuser=0&hl=en&rclk=1
DAYA MEDICALS,+919846224459,Pharmacies,Pharmacies,Ernakulam,"A.K.Plaza, Kinar Bus Stop, Edapally - Panvel Hwy, Veliancode, Kerala 679579, India",10.7233369,75.9493691,https://www.google.com/maps/place/DAYA+MEDICALS/data=!4m7!3m6!1s0x3ba7bdfdceab74c1:0x4e6efa72f6246623!8m2!3d10.7233369!4d75.9493691!16s%2Fg%2F11hdvv16ps!19sChIJwXSrzv29pzsRI2Yk9nL6bk4?authuser=0&hl=en&rclk=1
Usha Medicals,+919961009261,Pharmacies,Pharmacies,Ernakulam,"Ponnurunni-Chalikkavattom Rd, Ponnurunni East, Ponnurunni, Vyttila, Kochi, Ernakulam, Kerala 682019, India",9.9801185,76.3180382,https://www.google.com/maps/place/Usha+Medicals/data=!4m7!3m6!1s0x3b080cd5fce63e1d:0x1ca254a29fd7563e!8m2!3d9.9801185!4d76.3180382!16s%2Fg%2F11c57d896r!19sChIJHT7m_NUMCDsRPlbXn6JUohw?authuser=0&hl=en&rclk=1
Akshaya Medicals,+919495717056,Pharmacies,Pharmacies,Ernakulam,"X83G+QRP, Chambakkara - Kannadikadu Rd, Chambakkara, Vyttilla, Upasana Nagar, Maradu, Ernakulam, Kerala 682038, India",9.9544651,76.327085,https://www.google.com/maps/place/Akshaya+Medicals/data=!4m7!3m6!1s0x3b08732293930c0d:0x1f1ae1e965fcdf04!8m2!3d9.9544651!4d76.327085!16s%2Fg%2F1ptvqstf_!19sChIJDQyTkyJzCDsRBN_8ZenhGh8?authuser=0&hl=en&rclk=1
Apollo Pharmacy Pettah,+917949294387,Pharmacies,Pharmacies,Ernakulam,"Pooja Studios Building, SH15, near Royal Bakers & Restaurant, Petta, Upasana Nagar, Maradu, Ernakulam, Kochi, Kerala 682038, India",9.9520024,76.3306005,https://www.google.com/maps/place/Apollo+Pharmacy+Pettah/data=!4m7!3m6!1s0x3b087317bfa8f58d:0xda945f1ef35ee3e5!8m2!3d9.9520024!4d76.3306005!16s%2Fg%2F11l6tl_lbj!19sChIJjfWovxdzCDsR5eNe8x5flNo?authuser=0&hl=en&rclk=1
Kundanoor Medical Stores,+918137907978,Pharmacies,Pharmacies,Ernakulam,"Basement of federal bank, Kundannoor Junction, Kochi - Madurai - Dhanushkodi Rd, opposite PS mission hospital, Vikas Nagar, Maradu, Kochi, Ernakulam, Kerala 682304, India",9.938234,76.3222947,https://www.google.com/maps/place/Kundanoor+Medical+Stores/data=!4m7!3m6!1s0x3b0873022257e293:0x4992858938cf607a!8m2!3d9.938234!4d76.3222947!16s%2Fg%2F1pxwdhjb7!19sChIJk-JXIgJzCDsRemDPOImFkkk?authuser=0&hl=en&rclk=1
Sleebas St.Mary's Medicals,,Pharmacies,Pharmacies,Ernakulam,"National Highway 49, Junction, Poonithura, Petta, Kerala 682301, India",9.95189,76.3322539,https://www.google.com/maps/place/Sleebas+St.Mary%27s+Medicals/data=!4m7!3m6!1s0x3b0873dbc6c89229:0xdfac13601abd5668!8m2!3d9.95189!4d76.3322539!16s%2Fg%2F11yzlt7lzt!19sChIJKZLIxttzCDsRaFa9GmATrN8?authuser=0&hl=en&rclk=1
"PillsNow - The Generic Pharmacy, Thykoodam",+917012390556,Pharmacies,Pharmacies,Ernakulam,"Thykoodam, Vyttila, Ernakulam, Kerala 682019, India",9.9585336,76.3256456,"https://www.google.com/maps/place/PillsNow+-+The+Generic+Pharmacy,+Thykoodam/data=!4m7!3m6!1s0x3b087310ec318bef:0x9472345777f35352!8m2!3d9.9585336!4d76.3256456!16s%2Fg%2F11shfz47xz!19sChIJ74sx7BBzCDsRUlPzd1c0cpQ?authuser=0&hl=en&rclk=1"
Sonya Medicals,+919744167180,Pharmacies,Pharmacies,Ernakulam,"X899+7FC, Vyttila, Kochi, Ernakulam, Kerala 682019, India",9.9681995,76.3186541,https://www.google.com/maps/place/Sonya+Medicals/data=!4m7!3m6!1s0x3b087329f69f23f7:0xea15fe4f5bb510ef!8m2!3d9.9681995!4d76.3186541!16s%2Fg%2F1ptydwmrh!19sChIJ9yOf9ilzCDsR7xC1W0_-Feo?authuser=0&hl=en&rclk=1
Loyal Medicals Private Limited,+918848951243,Pharmacies,Pharmacies,Ernakulam,"Loyal Medicos Private Limited Lonan Tower Thykoodam 19, near Metro Pillar No. 916, Vyttila, Kochi, Kerala 682019, India",9.9598482,76.3241046,https://www.google.com/maps/place/Loyal+Medicals+Private+Limited/data=!4m7!3m6!1s0x3b080de13c770bdf:0xda53cebdcf388ba0!8m2!3d9.9598482!4d76.3241046!16s%2Fg%2F11fmdwvybt!19sChIJ3wt3POENCDsRoIs4z73OU9o?authuser=0&hl=en&rclk=1
Aster Pharmacy - Chakkaraparambu,+918071177986,Pharmacies,Pharmacies,Ernakulam,"Shop No. 46, 1990-A2, opp. Vijayalakshmi Hospital, Chakkaraparambu, Thammanam, Ernakulam, Kerala 682032, India",9.9897846,76.3169298,https://www.google.com/maps/place/Aster+Pharmacy+-+Chakkaraparambu/data=!4m7!3m6!1s0x3b080dee5fcaaca1:0x6096e05b9b96933b!8m2!3d9.9897846!4d76.3169298!16s%2Fg%2F11rtlspgjt!19sChIJoazKX-4NCDsRO5OWm1vglmA?authuser=0&hl=en&rclk=1
Health Point Medicals Pharmacy,+914844020408,Pharmacies,Pharmacies,Ernakulam,"Stadium Link Rd, Kathrikadavu, Thammanam, Ernakulam, Kerala 682032, India",9.9859117,76.3026231,https://www.google.com/maps/place/Health+Point+Medicals+Pharmacy/data=!4m7!3m6!1s0x3b080d3a63adf68d:0x7f12c8e2481ee58e!8m2!3d9.9859117!4d76.3026231!16s%2Fg%2F11bzq3tcxc!19sChIJjfatYzoNCDsRjuUeSOLIEn8?authuser=0&hl=en&rclk=1
Aster Pharmacy - Ponnurunni East,+918071178057,Pharmacies,Pharmacies,Ernakulam,"Door No. 48, 1541, Ponnurunni-Chalikkavattom Rd, Ponnurunni East, Ponnurunni, Vyttila, Kochi, Ernakulam, Kerala 682019, India",9.9800464,76.3181887,https://www.google.com/maps/place/Aster+Pharmacy+-+Ponnurunni+East/data=!4m7!3m6!1s0x3b080d7223a6a99b:0x4fc21fd1948e1ff6!8m2!3d9.9800464!4d76.3181887!16s%2Fg%2F11t9kk7zdw!19sChIJm6mmI3INCDsR9h-OlNEfwk8?authuser=0&hl=en&rclk=1
Fida Medicals,+919061522725,Pharmacies,Pharmacies,Ernakulam,"X8P5+9XP, DD Village, Thammanam, Ernakulam, Kerala 682032, India",9.9859632,76.309968,https://www.google.com/maps/place/Fida+Medicals/data=!4m7!3m6!1s0x3b080d258d0367b9:0xd113d38a95cad052!8m2!3d9.9859632!4d76.309968!16s%2Fg%2F11bbrhltdw!19sChIJuWcDjSUNCDsRUtDKlYrTE9E?authuser=0&hl=en&rclk=1
Apollo Pharmacy chakkaraparambu,,Pharmacies,Pharmacies,Ernakulam,"X8Q8+PCW, Chakkarapparambu Rd, Chakkaraparambu, Vennala, Ernakulam, Kochi, Kerala 682032, India",9.9893866,76.3161025,https://www.google.com/maps/place/Apollo+Pharmacy+chakkaraparambu/data=!4m7!3m6!1s0x3b080d00124db91f:0x102d9253423f4853!8m2!3d9.9893866!4d76.3161025!16s%2Fg%2F11z24c8ph3!19sChIJH7lNEgANCDsRU0g_QlOSLRA?authuser=0&hl=en&rclk=1
"PillsNow - The Generic Pharmacy, Kaloor",+918156856856,Pharmacies,Pharmacies,Ernakulam,"Road, Kathrikadavu, Kaloor, Ernakulam, Kerala 682017, India",9.9876581,76.2955959,"https://www.google.com/maps/place/PillsNow+-+The+Generic+Pharmacy,+Kaloor/data=!4m7!3m6!1s0x3b080d916b1bcac7:0xdf4d6f1d6bed19e9!8m2!3d9.9876581!4d76.2955959!16s%2Fg%2F11mw5hc91_!19sChIJx8oba5ENCDsR6Rntax1vTd8?authuser=0&hl=en&rclk=1"
Naik Distributors,+914842753030,Pharmacies,Pharmacies,Ernakulam,"31/2144-B-1, Anjumuri, Kuthappady, Thammanam, Ernakulam, Kerala 682032, India",9.9820098,76.3119162,https://www.google.com/maps/place/Naik+Distributors/data=!4m7!3m6!1s0x3b080d293225c9a1:0xf4297243bf83700e!8m2!3d9.9820098!4d76.3119162!16s%2Fg%2F1vd6_rzc!19sChIJocklMikNCDsRDnCDv0NyKfQ?authuser=0&hl=en&rclk=1
Diabridge Pharmacy,+919656592229,Pharmacies,Pharmacies,Ernakulam,"Subhash Chandra Bose Road, Vrindavanam Rd, Ponnurunni, Vyttila, Kochi, Kerala 682019, India",9.972739,76.3062194,https://www.google.com/maps/place/Diabridge+Pharmacy/data=!4m7!3m6!1s0x3b0872d29e275a81:0x585fdd5d98ec3902!8m2!3d9.972739!4d76.3062194!16s%2Fg%2F124ssdpfg!19sChIJgVonntJyCDsRAjnsmF3dX1g?authuser=0&hl=en&rclk=1
Karukapadath Medicals,+917559855001,Pharmacies,Pharmacies,Ernakulam,"Ground Floor, Karukapadath Building, Chakkarapparambu Rd, Chakkaraparambu, Vennala, Kochi, Ernakulam, Kerala 682028, India",9.9896099,76.3166811,https://www.google.com/maps/place/Karukapadath+Medicals/data=!4m7!3m6!1s0x3b080d276f3118f3:0x686f6da3879032b!8m2!3d9.9896099!4d76.3166811!16s%2Fg%2F1tg6nkf8!19sChIJ8xgxbycNCDsRKwN5ONr2hgY?authuser=0&hl=en&rclk=1
Vivid pharmacy,+919061742222,Pharmacies,Pharmacies,Ernakulam,"Vivid medicals, Ponnurunni East, Ponnurunni, Vyttila, Kochi, Ernakulam, Kerala 682019, India",9.9799808,76.3174011,https://www.google.com/maps/place/Vivid+pharmacy/data=!4m7!3m6!1s0x3b080dcace576ca9:0x18599e6a374fe32c!8m2!3d9.9799808!4d76.3174011!16s%2Fg%2F11h8l5_z_2!19sChIJqWxXzsoNCDsRLONPN2qeWRg?authuser=0&hl=en&rclk=1
Prasanth Medicals,+919746684294,Pharmacies,Pharmacies,Ernakulam,"No: 10 RSC, Gandhinagar Rd, opposite Indira Gandhi Hospital, Gandhi Nagar, Kadavanthra, Kochi, Ernakulam, Kerala 682020, India",9.9685154,76.2983077,https://www.google.com/maps/place/Prasanth+Medicals/data=!4m7!3m6!1s0x3b0872c962033ce3:0x844a02ddd8601ebc!8m2!3d9.9685154!4d76.2983077!16s%2Fg%2F1yfprvgf9!19sChIJ4zwDYslyCDsRvB5g2N0CSoQ?authuser=0&hl=en&rclk=1
Sandyford pharma,+919946656678,Pharmacies,Pharmacies,Ernakulam,"Karolil Ln, Anjumuri, Ponnurunni, Vyttila, Ernakulam, Kerala 682032, India",9.9812789,76.3127222,https://www.google.com/maps/place/Sandyford+pharma/data=!4m7!3m6!1s0x3b080d028edb83ef:0x7f8c2e910a397541!8m2!3d9.9812789!4d76.3127222!16s%2Fg%2F11mtd75hmt!19sChIJ74PbjgINCDsRQXU5CpEujH8?authuser=0&hl=en&rclk=1
Sevana Medicines,+919287206327,Pharmacies,Pharmacies,Ernakulam,"Shop No. 4, D.D. Corner, Sahodaran Ayyappan Rd, Giringar Housing Colony, Kadavanthra, Ernakulam, Kerala 682020, India",9.9670384,76.2997719,https://www.google.com/maps/place/Sevana+Medicines/data=!4m7!3m6!1s0x3b0872c935b27d7b:0x766e4d8192c7480!8m2!3d9.9670384!4d76.2997719!16s%2Fg%2F1yg6nq6pn!19sChIJe32yNclyCDsRgHQsGdjkZgc?authuser=0&hl=en&rclk=1
Apollo Pharmacy Kaloor Kadavanthra Road,+918044481699,Pharmacies,Pharmacies,Ernakulam,"Ground Floor, 798/A, Kaloor - Kadavanthara Rd, Kumaranasan Nagar, Elamkulam, Kochi, Ernakulam, Kerala 682017, India",9.9764085,76.2976467,https://www.google.com/maps/place/Apollo+Pharmacy+Kaloor+Kadavanthra+Road/data=!4m7!3m6!1s0x3b080d82f2a2ad9b:0x4cb38d2d8221b461!8m2!3d9.9764085!4d76.2976467!16s%2Fg%2F11lzkbymz9!19sChIJm62i8oINCDsRYbQhgi2Ns0w?authuser=0&hl=en&rclk=1
Ria Medicals,,Pharmacies,Pharmacies,Ernakulam,"Azad Rd, Kaloor, Ernakulam, Kerala 682017, India",9.9932791,76.2957562,https://www.google.com/maps/place/Ria+Medicals/data=!4m7!3m6!1s0x3b080d3fa18e5aa1:0xb23ceb75d973543f!8m2!3d9.9932791!4d76.2957562!16s%2Fg%2F11c1l94ljl!19sChIJoVqOoT8NCDsRP1Rz2XXrPLI?authuser=0&hl=en&rclk=1
PRADHAN MANTRI BHARATHIYA JANAUSHADHI KENDRA,+918129010488,Pharmacies,Pharmacies,Ernakulam,"Salim Rajan Rd, opp. ACHOOS TEA SHOP, Kadavanthara, Gandhi Nagar, Elamkulam, Kochi, Ernakulam, Kerala 682020, India",9.9775278,76.2943112,https://www.google.com/maps/place/PRADHAN+MANTRI+BHARATHIYA+JANAUSHADHI+KENDRA/data=!4m7!3m6!1s0x3b080dcbd2360dc9:0xc072802924fa7767!8m2!3d9.9775278!4d76.2943112!16s%2Fg%2F11x84l64g1!19sChIJyQ020ssNCDsRZ3f6JCmAcsA?authuser=0&hl=en&rclk=1
Pallipuram Pharmacy,+914842730410,Pharmacies,Pharmacies,Ernakulam,"Puthencruz Pazhanthottam road, Hwy, Puthenkurish, Kochi, Kerala 682308, India",9.969864,76.4237439,https://www.google.com/maps/place/Pallipuram+Pharmacy/data=!4m7!3m6!1s0x3b08753043367b8f:0x753ef1cc176ef826!8m2!3d9.969864!4d76.4237439!16s%2Fg%2F11b5qg_0mc!19sChIJj3s2QzB1CDsRJvhuF8zxPnU?authuser=0&hl=en&rclk=1
Apollo Pharmacy Kannamaly,+914842981665,Pharmacies,Pharmacies,Ernakulam,"Ground Floor, Plot No.209/C, SHH66, Kannamaly, Chellanam, Kerala 682008, India",9.875336,76.2643651,https://www.google.com/maps/place/Apollo+Pharmacy+Kannamaly/data=!4m7!3m6!1s0x3b086f9a4e46b153:0xa575c3aa6c8d9618!8m2!3d9.875336!4d76.2643651!16s%2Fg%2F11x1b73thf!19sChIJU7FGTppvCDsRGJaNbKrDdaU?authuser=0&hl=en&rclk=1
elenza medicals,+919074766144,Pharmacies,Pharmacies,Ernakulam,"St xaviers public school, road, Kandakkadavu, Kannamaly, Kandankadavu, Chellanam, Kerala 682008, India",9.8556254,76.2673452,https://www.google.com/maps/place/elenza+medicals/data=!4m7!3m6!1s0x3b086fd6d0526ea5:0xeb1d539a7464d35c!8m2!3d9.8556254!4d76.2673452!16s%2Fg%2F11syr13lvj!19sChIJpW5S0NZvCDsRXNNkdJpTHes?authuser=0&hl=en&rclk=1
MedPlus Palluruthi,+916304983349,Pharmacies,Pharmacies,Ernakulam,"Bldng No-13/863, Rameswarem -Village, Situated at, Taluk, Vishwam Nagar, Palluruthy, Kochi, Kerala 682006, India",9.9221628,76.2734788,https://www.google.com/maps/place/MedPlus+Palluruthi/data=!4m7!3m6!1s0x3b0873720a4afdcb:0x74fd6f2a27a13864!8m2!3d9.9221628!4d76.2734788!16s%2Fg%2F11w9q0vkz7!19sChIJy_1KCnJzCDsRZDihJypv_XQ?authuser=0&hl=en&rclk=1
Susys Pharma,+918113947872,Pharmacies,Pharmacies,Ernakulam,"Parry's Junction, Manama Towers, Pallichal Rd, Thoppumpady, Kochi, Kerala 682005, India",9.9314768,76.2670272,https://www.google.com/maps/place/Susys+Pharma/data=!4m7!3m6!1s0x3b086d7f1e967447:0x7b06d0c5a3d290cd!8m2!3d9.9314768!4d76.2670272!16s%2Fg%2F1q67b9whb!19sChIJR3SWHn9tCDsRzZDSo8XQBns?authuser=0&hl=en&rclk=1
Janaushadhi pharmacy vallethode ജൻഔഷധി ഫാർമസി വല്ലത്തോട്,+918891785760,Pharmacies,Pharmacies,Ernakulam,"Q8V2+VXV, Thuravoor - Kumbalangi Rd, Kodamthuruth, Kerala 688537, India",9.7947255,76.3024173,https://www.google.com/maps/place/Janaushadhi+pharmacy+vallethode+%E0%B4%9C%E0%B5%BB%E0%B4%94%E0%B4%B7%E0%B4%A7%E0%B4%BF+%E0%B4%AB%E0%B4%BE%E0%B5%BC%E0%B4%AE%E0%B4%B8%E0%B4%BF+%E0%B4%B5%E0%B4%B2%E0%B5%8D%E0%B4%B2%E0%B4%A4%E0%B5%8D%E0%B4%A4%E0%B5%8B%E0%B4%9F%E0%B5%8D/data=!4m7!3m6!1s0x3b087b1f5e75b0cb:0x7bf05c789349b0e5!8m2!3d9.7947255!4d76.3024173!16s%2Fg%2F11vww89qng!19sChIJy7B1Xh97CDsR5bBJk3hc8Hs?authuser=0&hl=en&rclk=1
Keyar Medicals,+914842237137,Pharmacies,Pharmacies,Ernakulam,"W7GC+CHX, Palluruthy Nada, Aroor - Thoppumpady Rd, Palluruthy, Kochi, Kerala 682006, India",9.9261167,76.271495,https://www.google.com/maps/place/Keyar+Medicals/data=!4m7!3m6!1s0x3b08727f794ea945:0xa9484b8a4110d600!8m2!3d9.9261167!4d76.271495!16s%2Fg%2F1ptx5y8vt!19sChIJRalOeX9yCDsRANYQQYpLSKk?authuser=0&hl=en&rclk=1
